"track_name","artist.s._name","artist_count","released_year","released_month","released_day","in_spotify_playlists","in_spotify_charts","streams","in_apple_playlists","in_apple_charts","in_deezer_playlists","in_deezer_charts","in_shazam_charts","bpm","danceability_.","valence_.","energy_.","acousticness_.","instrumentalness_.","liveness_.","speechiness_.","multiple_artist","top100","rank","Major","Minor","CSharp","FSharp","D","ASharp","GSharp","G","B","A","E","DSharp","F","taylor_swift","bad_bunny","the_weeknd","drake","peso_pluma"
"Die Hard","kendrick lamar, blxst, amanda reifer",3,2022,5,13,4627,0,237351106,38,13,32,0,0,101,78,40,74,36,0,17,27,1,0,"Top 950",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Entre Nosotros (Remix) [con Nicki Nicole]","lit killah, maria becerra, tiago pzk, nicki nicole",4,2022,1,5,759,3,236940480,32,0,12,0,0,170,70,61,44,40,0,37,4,1,0,"Top 950",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tom's Diner","annenmaykantereit, giant rooks",2,2019,6,28,2605,0,236872197,15,48,50,0,3,98,68,33,43,38,0,36,14,1,0,"Top 950",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quï¿½ï¿½ Ago","yuridia, angela aguilar",2,2022,10,20,660,15,236857112,19,59,18,5,52,98,73,88,57,56,0,5,2,1,0,"Top 950",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Keep Driving","harry styles",1,2022,5,20,2094,1,236060709,8,1,18,0,0,165,72,90,48,32,0,18,23,0,0,"Top 950",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Typa Girl","blackpink",1,2022,9,16,452,10,235549288,2,129,13,0,1,132,92,53,62,7,0,63,10,0,0,"Top 950",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Nosso Quadro","ana castela, agroplay",2,2023,2,2,894,9,233801632,14,88,66,3,72,160,69,61,71,33,0,31,20,1,0,"Top 950",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Love Of My Life","harry styles",1,2022,5,20,1933,0,233671263,13,2,31,0,0,118,56,20,54,67,0,6,5,0,0,"Top 950",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"FLOWER","jisoo",1,2023,3,31,839,18,232896922,20,110,20,0,69,124,84,64,39,3,0,11,4,0,0,"Top 950",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Mujeriego","ryan castro",1,2021,12,17,1492,0,231996128,44,63,91,0,24,80,76,92,62,6,0,8,13,0,0,"Top 950",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SUPERMODEL","mï¿½ï¿½ne",1,2022,5,13,2265,0,231657891,93,12,173,11,3,121,64,80,88,0,0,12,6,0,0,"Top 950",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"MERCHO","migrantes, lil cake, nico valdi",3,2022,12,16,1267,20,231332117,41,22,56,4,84,93,84,96,79,43,0,18,11,1,0,"Top 950",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FEARLESS","le sserafim",1,2022,5,2,629,0,229497852,18,75,9,0,0,104,86,43,62,5,0,13,14,0,0,"Top 950",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Starlight","dave",1,2022,3,3,1856,3,229473310,29,40,31,1,1,124,95,36,37,35,0,10,28,0,0,"Top 950",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A","omar apollo",1,2022,4,8,2499,0,227918678,70,0,49,0,0,82,70,31,34,60,1,11,4,0,0,"Top 950",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"When Iï¿½ï¿½ï¿½m Gone (with Katy ","katy perry, alesso",2,2021,12,29,3270,0,226897599,89,21,65,0,0,125,69,70,89,4,0,49,3,1,0,"Top 950",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I AM WOMAN","emmy meli",1,2021,11,18,2795,0,225259194,45,0,107,0,0,170,65,46,47,12,0,13,16,0,0,"Top 950",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"THE LONELIEST","mï¿½ï¿½ne",1,2022,10,7,1585,5,225093344,78,65,328,1,198,130,52,24,60,0,0,8,3,0,0,"Top 950",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Merengue","marshmello, manuel turizo",2,2023,3,3,2114,44,223633238,80,75,110,11,323,124,78,70,68,3,1,11,4,1,0,"Top 950",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Marisola - Remix","duki, nicki nicole, cris mj, standly, stars music chile",5,2022,12,15,1845,16,223582566,20,8,30,2,0,95,77,72,87,17,0,7,5,1,0,"Top 950",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Se Le Ve","arcangel, de la ghetto, justin quiles, lenny tavï¿½ï¿½rez, sech, dalex, dimelo flow, rich music",8,2021,8,12,1560,0,223319934,72,0,0,0,0,84,56,61,76,10,0,14,11,1,0,"Top 950",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Question...?","taylor swift",1,2022,10,21,1608,0,223064273,10,3,12,0,0,109,75,11,50,20,0,30,17,0,0,"Top 950",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Eu Gosto Assim - Ao Vivo","gustavo mioto, mari fernandez",2,2022,9,16,1473,4,222612678,27,64,66,1,4,154,64,61,91,15,0,72,4,1,0,"Top 950",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KU LO SA - A COLORS SHOW","oxlade",1,2022,6,10,2019,8,222410722,117,72,107,1,7,93,65,79,66,31,0,22,7,0,0,"Top 950",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Betty (Get Money)","yung gravy",1,2022,6,10,2402,0,221752937,45,2,26,0,1,102,73,62,75,0,0,34,8,0,0,"Top 950",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLAYA DEL INGLï¿½","myke towers, quevedo",2,2022,12,15,1701,15,221409663,30,15,34,2,47,113,79,66,74,8,0,11,5,1,0,"Top 950",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Bad Decisions (with BTS & Snoop Dogg)","snoop dogg, bts, benny blanco",3,2022,8,5,1456,0,219196651,53,2,33,0,0,120,77,94,87,2,0,23,12,1,0,"Top 950",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mastermind","taylor swift",1,2022,10,21,1936,0,218320587,7,5,13,0,0,126,66,12,35,55,0,9,14,0,0,"Top 950",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Cupido","tini",1,2023,2,14,1240,24,217672943,51,29,63,4,54,120,91,63,58,52,0,31,22,0,0,"Top 950",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"POP!","nayeon",1,2022,6,24,571,0,213505179,19,21,14,0,2,97,80,36,86,4,0,3,5,0,0,"Top 950",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"WORTH NOTHING","twisted, oliver tree",2,2022,9,28,1612,0,213438580,34,54,34,0,2,140,58,17,62,18,0,20,8,1,0,"Top 950",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Apagï¿½","bad bunny",1,2022,5,6,1209,0,212351890,9,7,14,0,1,118,63,60,70,5,0,9,31,0,0,"Top 950",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"MANIAC","stray kids",1,2022,3,18,651,0,212234990,6,188,20,0,0,120,58,71,80,15,0,7,41,0,0,"Top 950",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"That That (prod. & feat. SUGA of BTS)","psy, suga",2,2022,4,29,802,0,212109195,16,81,23,0,0,130,91,91,96,3,0,3,9,1,0,"Top 950",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Polaroid Love","enhypen",1,2022,1,10,461,0,211372494,10,56,17,0,0,138,74,65,67,46,0,36,4,0,0,"Top 950",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Miracle (with Ellie Goulding)","calvin harris, ellie goulding",2,2023,3,10,5120,48,211050784,161,115,246,9,638,143,64,31,87,4,4,8,4,1,0,"Top 950",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"KICK BACK","kenshi yonezu",1,2022,10,12,574,4,210038833,38,101,26,0,0,102,58,29,94,0,0,9,11,0,0,"Top 950",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Problemï¿½","alvaro diaz, rauw alejandro",2,2021,10,22,1517,0,209768491,42,7,15,0,4,92,73,37,74,28,0,14,6,1,0,"Top 950",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sin Seï¿½ï","ovy on the drums, quevedo",2,2022,7,22,1097,2,209106362,18,10,13,1,1,118,82,75,85,33,1,11,4,1,0,"Top 950",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"DANï¿½ï¿½A","mc pedrinho, pedro sampaio",2,2022,2,1,911,2,208166039,45,0,99,1,1,135,78,55,57,4,0,10,8,1,0,"Top 950",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Watch This - ARIZONATEARS Pluggnb Remix","sped up nightcore, arizonatears, lil uzi vert",3,2023,2,5,1638,10,207033255,0,0,21,0,0,130,69,36,90,1,10,15,4,1,0,"Top 950",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MIENTRAS ME CURO DEL CORA","karol g",1,2023,2,24,1020,35,206399629,15,26,30,6,0,80,52,57,48,86,0,15,39,0,0,"Top 950",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"When I R.I.P.","labrinth",1,2019,10,4,2578,0,203680270,8,67,66,0,0,80,39,45,55,73,0,9,21,0,0,"Top 950",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"The Astronaut","jin",1,2022,10,28,481,9,203436468,10,100,15,1,27,125,54,22,76,0,0,14,3,0,0,"Top 950",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Thought You Should Know","morgan wallen",1,2022,5,6,968,4,203221468,16,53,1,0,61,140,53,51,70,49,0,14,3,0,0,"Top 950",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hati-Hati di Jalan","tulus",1,2022,3,3,200,2,202677468,12,4,0,0,0,72,64,76,44,70,9,12,4,0,0,"Top 950",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Static","steve lacy",1,2022,7,15,1613,0,202452860,21,15,13,0,0,79,34,22,31,43,63,10,7,0,0,"Top 950",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tattoo","loreen",1,2023,2,25,2988,59,201660859,74,102,145,18,925,150,55,30,78,24,0,12,8,0,0,"Top 950",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Bar","tini, l-gante",2,2021,11,11,755,4,200972675,22,3,0,0,0,94,52,68,69,13,0,33,8,1,0,"Top 950",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Less Than Zero","the weeknd",1,2022,1,7,2800,0,200660871,18,77,61,0,1,143,53,50,79,0,0,8,3,0,0,"Top 950",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Peso Pluma: Bzrp Music Sessions, Vol. 55","bizarrap, peso pluma",2,2023,5,31,1313,40,200647221,17,152,32,11,139,133,85,81,67,26,0,12,5,1,0,"Top 950",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Grapejuice","harry styles",1,2022,5,20,1986,0,199587884,7,1,15,0,0,183,65,88,72,36,14,20,3,0,0,"Top 950",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Limbo","freddie dredd",1,2022,8,11,688,0,199386237,14,1,17,0,2,75,80,46,62,3,6,11,46,0,0,"Top 950",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"DANCE CRIP","trueno",1,2021,11,17,731,0,198883004,14,14,24,0,4,106,86,86,79,11,0,8,9,0,0,"Top 950",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spin Bout U","drake, 21 savage",2,2022,11,4,1652,2,198365537,26,52,10,0,95,130,77,20,70,1,0,16,5,1,0,"Top 950",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"En Paris","el chachito, junior h",2,2022,12,24,406,5,198275403,3,31,2,1,0,139,70,77,48,37,0,12,5,1,0,"Top 950",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"IDGAF (with blackbear)","blackbear, boywithuke",2,2022,3,18,625,0,197643795,10,2,13,0,1,98,78,83,75,41,0,27,8,1,0,"Top 950",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Pass The Dutchie","musical youth",1,1982,1,1,5328,0,195918494,54,76,900,0,0,151,73,88,67,20,0,32,5,0,0,"Top 950",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Massive","drake",1,2022,6,17,5263,0,195628667,66,89,61,0,11,125,51,5,68,12,2,15,6,0,0,"Top 950",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Eyes Closed","ed sheeran",1,2023,3,23,2915,30,195576623,116,69,107,3,675,107,78,39,53,30,0,11,6,0,0,"Top 950",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage]","travis scott, 21 savage, metro boomin",3,2022,12,2,1602,0,195516622,12,22,12,0,2,88,49,24,66,19,0,18,29,1,0,"Top 950",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"True Love","kanye west, xxxtentacion",2,2022,5,27,2129,0,194902696,23,1,44,1,0,84,71,39,86,2,0,51,25,1,0,"Top 950",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Nail Tech","jack harlow",1,2022,2,18,2939,0,193443895,42,0,24,0,0,150,65,11,58,0,0,12,9,0,0,"Top 950",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"La Bebe","yng lvcas",1,2021,12,24,489,17,191945597,4,11,5,1,2,170,78,75,46,62,0,12,35,0,0,"Top 950",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pipoco","melody, ana castela, dj chris no beat",3,2022,5,20,1112,4,191873381,22,2,65,1,3,135,77,74,74,47,0,34,8,1,0,"Top 950",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Sticky","drake",1,2022,6,17,2814,0,191448892,38,105,25,0,2,137,88,8,49,9,0,9,14,0,0,"Top 950",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Pussy & Millions (feat. Travis Scott)","drake, travis scott, 21 savage",3,2022,11,4,1930,0,191333656,24,8,17,0,1,122,75,45,63,6,0,35,12,1,0,"Top 950",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"In My Head","lil tjay",1,2022,4,1,1185,0,190981339,21,0,31,0,0,143,68,41,55,16,0,10,12,0,0,"Top 950",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Potion (with Dua Lipa & Young Thug)","calvin harris, dua lipa, young thug",3,2022,5,27,3983,0,190625045,73,45,119,0,0,100,82,76,70,16,0,8,5,1,0,"Top 950",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Slut Me Out","nle choppa",1,2022,4,22,816,4,190490915,21,4,13,0,4,121,94,71,61,12,0,53,42,0,0,"Top 950",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Talk that Talk","twice",1,2022,8,26,615,0,189476119,14,77,15,1,2,120,77,78,91,14,0,33,12,0,0,"Top 950",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Cinema","harry styles",1,2022,5,20,2171,0,189236868,18,1,28,0,0,106,83,90,64,35,5,9,4,0,0,"Top 950",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Frï¿½ï¿½gil (feat. Grupo Front","yahritza y su esencia, grupo frontera",2,2023,4,7,672,34,188933502,19,108,24,9,212,150,61,39,73,37,0,11,3,1,0,"Top 950",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vampiro","matuï¿½ï¿½, wiu, ",3,2022,1,30,540,4,187772591,26,3,39,0,0,115,78,63,64,1,0,7,4,1,0,"Top 950",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Daydreaming","harry styles",1,2022,5,20,1900,1,187703102,15,1,23,0,0,114,71,90,81,31,2,13,3,0,0,"Top 950",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Casei Com a Putaria","mc ryan sp, love funk, mc paiva zs",3,2022,7,1,648,4,187701588,0,0,30,0,0,161,59,62,60,12,0,5,44,1,0,"Top 950",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Labyrinth","taylor swift",1,2022,10,21,1597,0,187339835,6,3,15,0,0,110,48,15,31,80,22,12,4,0,0,"Top 950",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Sweet Nothing","taylor swift",1,2022,10,21,1747,0,186104310,9,6,13,0,2,177,34,39,16,97,0,12,5,0,0,"Top 950",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"10 Things I Hate About You","leah kate",1,2022,3,23,1301,0,185550869,23,1,15,0,0,154,54,45,79,1,0,17,5,0,0,"Top 950",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Cigarettes","juice wrld",1,2021,12,10,975,0,185408548,11,0,10,0,0,160,60,47,62,3,0,38,4,0,0,"Top 950",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prohibidox","feid",1,2022,9,13,1473,12,185392587,25,36,25,1,0,180,65,52,80,5,0,6,25,0,0,"Top 950",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"All Of The Girls You Loved Before","taylor swift",1,2019,8,23,1282,6,185240616,26,6,19,0,5,96,72,40,47,71,0,13,4,0,0,"Top 950",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"GIVENCHY","duki",1,2022,7,20,625,4,185236961,13,18,12,0,0,103,61,38,62,14,0,23,40,0,0,"Top 950",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"The Family Madrigal","olga merediz, stephanie beatriz, encanto - cast",3,2021,11,19,1150,0,184937148,20,38,12,0,0,141,59,56,63,12,0,6,36,1,0,"Top 950",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flowers","lauren spencer smith",1,2021,8,9,801,0,184826429,42,9,24,1,1,138,70,31,44,84,0,9,39,0,0,"Top 950",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Tak Ingin Usai","keisya levronka",1,2022,5,13,220,4,184807630,16,5,0,0,6,130,49,14,40,82,0,11,3,0,0,"Top 950",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Good Looking","suki waterhouse",1,2017,10,20,2264,0,184706613,11,6,25,0,1,150,37,27,56,8,0,13,3,0,0,"Top 950",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"TUS Lï¿½ï¿½GR","sech, mora",2,2022,4,1,1308,2,184622518,23,16,9,0,5,174,68,45,71,18,0,11,25,1,0,"Top 950",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Escapism. - Sped Up","raye, 070 shake",2,2022,11,25,1368,0,184308753,12,1,11,0,8,108,44,38,77,9,0,9,20,1,0,"Top 950",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sprinter","dave, central cee",2,2023,6,1,2186,91,183706234,67,213,88,17,946,141,92,66,58,19,0,8,24,1,0,"Top 950",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295","sidhu moose wala",1,2021,5,15,246,4,183273246,4,106,0,0,7,90,68,54,76,21,0,11,20,0,0,"Top 950",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"DARARI","treasure",1,2022,2,15,328,0,182978249,10,21,7,0,9,85,72,55,64,49,0,7,4,0,0,"Top 950",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shut up My Moms Calling - (Sped Up)","hotel ugly",1,2022,9,14,713,7,181831132,2,4,6,0,0,85,65,36,47,31,0,12,10,0,0,"Top 950",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The Great War","taylor swift",1,2022,10,21,1274,0,181382590,1,6,11,0,0,96,57,55,74,22,0,8,4,0,0,"Top 950",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Hrs and Hrs","muni long",1,2021,11,19,1800,0,181328253,43,36,46,13,4,140,51,66,53,60,0,11,18,0,0,"Top 950",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"You Make It Feel Like Christmas (feat. Blake Shelton)","gwen stefani, blake shelton",2,2005,9,20,2577,0,180577478,108,56,30,0,0,93,63,93,88,1,0,12,4,1,0,"Top 950",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tak Segampang Itu","anggi marito",1,2022,12,2,213,6,179659294,7,6,0,0,48,130,51,18,44,76,0,11,3,0,0,"Top 950",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Si Te La Encuentras Por Ahï¿","feid",1,2022,8,5,1379,4,179061440,23,10,18,0,0,172,74,46,58,15,0,13,8,0,0,"Top 950",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Jingle Bells - Remastered 1999","frank sinatra",1,1957,1,1,4326,0,178660459,32,3,65,0,0,175,51,94,34,73,0,10,5,0,0,"Top 950",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Si Quieren Frontear","de la ghetto, duki, quevedo",3,2022,3,31,859,0,178512385,14,0,11,0,0,82,79,48,84,13,0,21,23,1,0,"Top 950",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Baby Don't Hurt Me","david guetta, anne-marie, coi leray",3,2023,4,6,4277,66,177740666,145,111,213,11,810,128,60,23,91,0,0,12,3,1,0,"Top 950",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Would've, Could've, Should've","taylor swift",1,2022,10,21,1715,0,177503916,4,5,8,0,0,158,48,55,84,43,0,15,12,0,0,"Top 950",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Sï¿½ï¿½","anuel aa, myke towers, jhay cortez",3,2021,11,18,903,0,177129919,30,26,15,0,0,90,63,75,75,17,0,11,8,1,0,"Top 950",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TQM","fuerza regida",1,2023,5,19,584,28,176553476,16,159,15,6,100,125,79,96,85,27,0,11,6,0,0,"Top 950",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Celestial","ed sheeran",1,2022,9,29,1639,0,176474912,86,14,80,0,37,123,57,50,85,5,0,16,4,0,0,"Top 950",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"sentaDONA (Remix) s2","luï¿½ï¿½sa sonza, mc frog, dj gabriel do borel, davi k",4,2022,3,17,870,0,176290831,32,0,49,0,0,135,93,77,45,25,0,13,27,1,0,"Top 950",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ai Preto","l7nnon, dj biel do furduncinho, bianca",3,2022,6,3,894,4,176103902,28,0,54,0,0,130,95,83,57,54,0,10,25,1,0,"Top 950",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WANDA","quevedo",1,2023,1,20,888,22,175399345,11,24,7,1,7,176,72,96,63,25,0,21,7,0,0,"Top 950",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Search & Rescue","drake",1,2023,4,7,2066,6,175097833,58,70,43,0,182,142,82,54,44,6,0,33,7,0,0,"Top 950",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Evoque Prata","dj escobar, mc menor sg, mc menor hr",3,2022,9,9,852,0,174006928,14,1,50,0,0,87,87,52,52,31,0,28,24,1,0,"Top 950",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Rich Spirit","kendrick lamar",1,2022,5,13,3486,0,173702135,20,10,33,0,0,96,85,41,43,39,0,12,21,0,0,"Top 950",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Like Crazy (English Version)","jimin",1,2023,3,24,373,19,173627354,4,72,5,0,5,120,62,32,76,0,0,39,4,0,0,"Top 950",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Chemical","post malone",1,2023,4,14,2528,39,172825906,56,91,59,3,486,170,50,37,90,0,0,12,5,0,0,"Top 950",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALIEN SUPERSTAR","beyoncï¿",1,2022,7,29,2688,0,171788484,39,47,36,0,0,122,55,46,64,0,0,17,10,0,0,"Top 950",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"STAYING ALIVE (feat. Drake & Lil Baby)","drake, dj khaled, lil baby",3,2022,8,5,2107,0,170732845,51,1,50,0,0,130,72,18,46,7,0,28,8,1,0,"Top 950",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Nxde","(g)i-dle",1,2022,10,17,430,6,170709584,14,116,9,0,11,136,73,65,91,4,0,48,18,0,0,"Top 950",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"On BS","drake, 21 savage",2,2022,11,4,1338,0,170413877,9,20,7,0,0,158,84,33,36,2,0,39,59,1,0,"Top 950",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Gatita","bellakath",1,2022,10,3,1054,0,168684524,9,0,15,0,1,101,90,76,81,15,24,33,6,0,0,"Top 950",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Set Me Free Pt.2","jimin",1,2023,3,17,340,13,168448603,4,71,16,1,9,132,59,56,82,12,0,12,6,0,0,"Top 950",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dos Oruguitas","sebastian yatra",1,2021,11,19,925,0,167076418,24,47,74,0,0,94,42,47,36,76,0,9,5,0,0,"Top 950",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sial","mahalini",1,2023,1,23,134,4,166570053,4,6,0,0,23,120,56,20,43,89,0,12,4,0,0,"Top 950",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"If We Ever Broke Up","mae stephens",1,2023,2,10,2040,4,165584767,81,27,66,9,444,116,90,96,73,62,0,9,4,0,0,"Top 950",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Makeba","jain",1,2015,6,22,6060,53,165484133,150,148,NA,22,NA,116,82,40,66,39,51,25,7,0,0,"Top 950",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"En El Radio Un Cochinero","victor cibrian",1,2022,5,13,514,0,164856284,5,36,1,0,0,154,70,97,62,47,0,10,4,0,0,"Top 950",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
